Name,Age,Gender,Education_Level,Field_of_Study,Degrees,Institute_Name,Graduation_Year,Experience_Years,Current_Job_Title,Previous_Job_Titles,Skills,Certifications,Target_Job_Description
Alexander Pillai,21,Non-Binary,Bachelor's,Cybersecurity,Bachelor's in Cybersecurity,Georgia Institute of Technology,2022,0,None,None,"Linux, JavaScript, Statistics, Jenkins, Cloud Computing",None,Seeking a challenging role as a Full-Stack Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Arjun Mittal,24,Non-Binary,Bachelor's,Robotics,Bachelor's in Robotics,All India Institute of Medical Sciences,2023,0,None,None,"CI/CD, Scrum, Agile, SQL","Certified Information Systems Security Professional, Google Cloud Professional, TensorFlow Developer Certificate","Looking for a Product Manager role where I can leverage market research, user feedback, and data analysis to guide product development decisions."
David Moore,43,Male,Master's,Information Technology,Master's in Information Technology,SRM Institute of Science and Technology,2022,0,None,None,"Kubernetes, AWS, Computer Vision, Deep Learning, Natural Language Processing, React, Java",None,"Seeking a Software Engineer position to develop high-quality, scalable software solutions using modern programming languages and development methodologies."
Samantha Jones,25,Male,Master's,Cybersecurity,"Master's in Cybersecurity, Bachelor's in Computer Science",Manipal Institute of Technology,2018,0,None,None,"Java, Cloud Computing, Statistics, Network Security, Spark, GraphQL, Node.js",None,Looking for an opportunity as a Full-Stack Developer to leverage my expertise in cybersecurity and make a meaningful impact in the industry.
Ashley Gupta,39,Female,Master's,Software Engineering,"Master's in Software Engineering, Bachelor's in Data Science",University of Toronto,2020,2,Full-Stack Developer,None,"Docker, Terraform, Python, Statistics, Data Analysis","Google Data Analytics Professional, Certified Ethical Hacker",Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.
Isabella Thompson,21,Female,Master's,Electronics Engineering,Master's in Electronics Engineering,Technical University of Munich,2025,0,None,None,"REST APIs, Machine Learning, TensorFlow, AWS, JavaScript, Microservices, MongoDB, Kafka",Oracle Certified Professional,Targeting a Backend Developer position to utilize my educational background and experience to drive results and achieve career objectives.
Mason Thomas,35,Male,Master's,Data Science,"Master's in Data Science, Bachelor's in Robotics",Pune University,2020,3,Software Developer,None,"Machine Learning, Cloud Computing, Java, Git, Python, Spark",Certified Information Systems Security Professional,Looking for an opportunity as a Software Developer to leverage my expertise in data science and make a meaningful impact in the industry.
Priya Pillai,40,Female,Master's,Electronics Engineering,Master's in Electronics Engineering,Indian Institute of Technology Delhi,2019,5,Product Manager,None,"MongoDB, Python, Java, React",None,"Seeking a Product Manager position to drive product strategy, define roadmaps, and collaborate with engineering and design teams to deliver successful products."
Aditi Thomas,27,Non-Binary,Bachelor's,Artificial Intelligence,Bachelor's in Artificial Intelligence,Carnegie Mellon University,2019,0,None,None,"Data Analysis, GraphQL, Java, Git",None,Looking for an opportunity as a Big Data Engineer to leverage my expertise in artificial intelligence and make a meaningful impact in the industry.
Noah Jain,41,Non-Binary,Diploma,Computer Science,Diploma in Computer Science,Columbia University,2016,2,AI Ethics Officer,None,"Python, AWS, SQL, Natural Language Processing, Cybersecurity","Cisco Certified Network Associate, AWS Certified Solutions Architect",Looking for an opportunity as a AI Ethics Officer to leverage my expertise in computer science and make a meaningful impact in the industry.
Christopher Hernandez,21,Male,Master's,Machine Learning,"Master's in Machine Learning, Bachelor's in Computer Engineering",Indian Institute of Technology Bombay,2025,0,None,None,"Python, Jenkins, JavaScript, Node.js, Data Analysis","CompTIA Security+, TensorFlow Developer Certificate",Seeking a challenging role as a Site Reliability Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Jackson Wang,35,Male,Certificate,Computer Science,Certificate in Computer Science,National Institute of Technology Trichy,2020,2,Quantum Computing Specialist,None,"Ansible, Network Security, Deep Learning, React, Statistics, CI/CD, SQL","TensorFlow Developer Certificate, Oracle Certified Professional",Seeking a challenging role as a Software Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
James Yang,41,Female,Bachelor's,Electrical Engineering,Bachelor's in Electrical Engineering,University of Toronto,2017,5,Full-Stack Developer,Quantum Computing Specialist,"Cybersecurity, Scrum, Statistics, Docker, Network Security, GraphQL","Certified Ethical Hacker, Google Cloud Professional",Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.
Emma Singh,31,Non-Binary,PhD,Electronics Engineering,PhD in Electronics Engineering,Indian Institute of Science,2023,0,None,None,"Agile, Terraform, Kubernetes, Azure, Machine Learning, REST APIs, SQL, GraphQL",None,Seeking a challenging role as a Machine Learning Engineer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Ava Pillai,42,Male,Master's,Electronics Engineering,Master's in Electronics Engineering,University of California Berkeley,2018,7,Frontend Developer,None,"Network Security, AWS, Linux, CI/CD, REST APIs, DevOps","Certified Kubernetes Administrator, Scrum Master Certified, Certified Information Systems Security Professional",Seeking a challenging role as a Frontend Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Sneha Agarwal,36,Male,PhD,Robotics,"PhD in Robotics, Bachelor's in Computer Engineering",Carnegie Mellon University,2018,1,UI/UX Designer,None,"REST APIs, Git, Machine Learning, Terraform, MongoDB",AWS Certified Solutions Architect,Looking for a UI/UX Designer position where I can combine creativity with analytical thinking to design user-centered interfaces that solve real problems.
Ankit Jackson,32,Non-Binary,Bachelor's,Robotics,Bachelor's in Robotics,Indian Institute of Science,2025,0,None,None,"Agile, Microservices, CI/CD, Machine Learning, Git, Blockchain","Project Management Professional, Scrum Master Certified, CompTIA Security+",Seeking a challenging role as a Cloud Architect where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Rahul Wilson,32,Male,Bachelor's,Machine Learning,Bachelor's in Machine Learning,Columbia University,2019,0,None,None,"MongoDB, Blockchain, Scrum, Network Security, Java, Microservices, JavaScript, Ansible",None,Seeking a challenging role as a Full-Stack Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Amanda Liu,41,Male,Master's,Robotics,"Master's in Robotics, Bachelor's in Electronics Engineering",Georgia Institute of Technology,2024,0,None,None,"Spark, Penetration Testing, JavaScript, Linux, Git","Certified Kubernetes Administrator, Scrum Master Certified, Certified Ethical Hacker",Targeting a Prompt Engineer position to utilize my educational background and experience to drive results and achieve career objectives.
Ethan Patel,37,Male,Master's,Robotics,"Master's in Robotics, Bachelor's in Cybersecurity",Christian Medical College,2016,1,Software Developer,None,"Terraform, React, Computer Vision, AWS, DevOps, Network Security, TensorFlow","Cisco Certified Network Associate, Microsoft Azure Fundamentals, AWS Certified Solutions Architect",Looking for an opportunity as a Software Developer to leverage my expertise in robotics and make a meaningful impact in the industry.
Jackson Sharma,33,Non-Binary,PhD,Software Engineering,PhD in Software Engineering,Carnegie Mellon University,2016,2,Cloud Architect,None,"Git, TensorFlow, Deep Learning, Agile","Certified Kubernetes Administrator, CompTIA Security+, TensorFlow Developer Certificate",Targeting a Full-Stack Developer position to utilize my educational background and experience to drive results and achieve career objectives.
Aarav Thompson,36,Female,Master's,Artificial Intelligence,"Master's in Artificial Intelligence, Bachelor's in Electronics Engineering",Bangalore University,2022,1,Machine Learning Engineer,None,"CI/CD, Terraform, MongoDB, GraphQL, Penetration Testing, JavaScript, Data Analysis, Blockchain","Google Cloud Professional, Oracle Certified Professional, CompTIA Security+","Seeking a challenging role as an AI Engineer to develop and implement cutting-edge artificial intelligence solutions. Looking to work on machine learning models, neural networks, and AI-driven applications that solve real-world business problems."
Aarav Smith,23,Non-Binary,Bachelor's,Data Science,Bachelor's in Data Science,SRM Institute of Science and Technology,2018,0,None,None,"CI/CD, Ansible, Computer Vision, Penetration Testing, Node.js, TensorFlow, GraphQL, AWS",None,Seeking a challenging role as a Mobile Applications Developer where I can apply my skills and knowledge to contribute to organizational success and professional growth.
Joshua Wang,33,Male,Bachelor's,Information Systems,Bachelor's in Information Systems,Delhi University,2018,3,AI Engineer,AI Ethics Officer,"DevOps, Data Analysis, Kafka, Python","Oracle Certified Professional, Microsoft Azure Fundamentals","Aspiring to join a dynamic team as an AI Engineer where I can leverage my expertise in deep learning, natural language processing, and computer vision to build innovative AI products and services."
Noah Agarwal,26,Female,Master's,Electronics Engineering,Master's in Electronics Engineering,Armed Forces Medical College,2025,0,None,None,"Docker, Azure, Cloud Computing, Node.js","Google Data Analytics Professional, Google Cloud Professional, Scrum Master Certified",Seeking a challenging role as a Quantum Computing Specialist where I can apply my skills and knowledge to contribute to organizational success and professional growth.
